cfd-a,cfd-a,sim-a,sim-a,cfd-b,cfd-b,sim-b,sim-b,cfd-c,cfd-c,sim-c,sim-c,cfd-d,cfd-d,sim-d,sim-d,cfd-e,cfd-e,sim-e,sim-e
,,1.34819,0.0849,,,2.95762,0.02669,,,4.65659,0.00117,,,1.39234,0.1248,,,1.42733,0.16473
,,1.34908,0.0849,,,2.95952,0.02669,,,4.6595,0.00117,,,1.39324,0.12481,,,1.42823,0.16473
,,1.34998,0.0849,,,2.96142,0.02669,,,4.6624,0.00117,,,1.39414,0.12481,,,1.42912,0.16474
,,1.35087,0.0849,,,2.96332,0.02669,,,4.6653,0.00117,,,1.39503,0.12481,,,1.43002,0.16474
,,1.35176,0.0849,,,2.96522,0.02669,,,4.66821,0.00117,,,1.39593,0.12481,,,1.43092,0.16474
,,1.35265,0.0849,,,2.96712,0.02669,,,4.67111,0.00117,,,1.39682,0.12481,,,1.43182,0.16475
,,1.35354,0.0849,,,2.96902,0.02669,,,4.67402,0.00117,,,1.39772,0.12481,,,1.43272,0.16475
,,1.35443,0.0849,,,2.97092,0.02669,,,4.67692,0.00117,,,1.39861,0.12482,,,1.43362,0.16476
,,1.35532,0.0849,,,2.97282,0.02669,,,4.67982,0.00117,,,1.39951,0.12482,,,1.43452,0.16476
,,1.35622,0.0849,,,2.97472,0.02669,,,4.68273,0.00117,,,1.40041,0.12482,,,1.43542,0.16476
,,1.35711,0.0849,,,2.97661,0.02669,,,4.68563,0.00117,,,1.4013,0.12482,,,1.43632,0.16477
,,1.358,0.0849,,,2.97851,0.02669,,,4.68854,0.00117,,,1.4022,0.12482,,,1.43722,0.16477
,,1.35889,0.0849,,,2.98041,0.02669,,,4.69144,0.00117,,,1.40309,0.12482,,,1.43812,0.16477
,,1.35978,0.0849,,,2.98231,0.02669,,,4.69435,0.00117,,,1.40399,0.12483,,,1.43902,0.16478
,,1.36068,0.0849,,,2.98421,0.02669,,,4.69725,0.00117,,,1.40489,0.12483,,,1.43992,0.16478
,,1.36157,0.0849,,,2.98611,0.02669,,,4.70016,0.00117,,,1.40578,0.12483,,,1.44082,0.16478
,,1.36246,0.0849,,,2.98801,0.02669,,,4.70306,0.00117,,,1.40668,0.12483,,,1.44172,0.16479
,,1.36335,0.0849,,,2.98991,0.02669,,,4.70597,0.00117,,,1.40758,0.12483,,,1.44262,0.16479
,,1.36425,0.0849,,,2.99182,0.02669,,,4.70887,0.00117,,,1.40847,0.12483,,,1.44352,0.1648
,,1.36514,0.0849,,,2.99372,0.02669,,,4.71178,0.00117,,,1.40937,0.12483,,,1.44442,0.1648
,,1.36603,0.0849,,,2.99562,0.02669,,,4.71468,0.00117,,,1.41027,0.12484,,,1.44532,0.1648
,,1.36692,0.0849,,,2.99752,0.02669,,,4.71759,0.00117,,,1.41116,0.12484,,,1.44622,0.16481
,,1.36782,0.0849,,,2.99942,0.02669,,,4.72049,0.00117,,,1.41206,0.12484,,,1.44712,0.16481
,,1.36871,0.0849,,,3.00132,0.02669,,,4.7234,0.00117,,,1.41296,0.12484,,,1.44802,0.16481
,,1.3696,0.0849,,,3.00322,0.02669,,,4.7263,0.00117,,,1.41385,0.12484,,,1.44892,0.16482
,,1.37049,0.0849,,,3.00512,0.02669,,,4.72921,0.00117,,,1.41475,0.12484,,,1.44982,0.16482
,,1.37139,0.0849,,,3.00702,0.02669,,,4.73211,0.00117,,,1.41565,0.12485,,,1.45072,0.16482
,,1.37228,0.0849,,,3.00892,0.02669,,,4.73502,0.00117,,,1.41654,0.12485,,,1.45162,0.16483
,,1.37317,0.0849,,,3.01082,0.02669,,,4.73792,0.00117,,,1.41744,0.12485,,,1.45252,0.16483
,,1.37407,0.0849,,,3.01272,0.02669,,,4.74083,0.00117,,,1.41834,0.12485,,,1.45342,0.16484
,,1.37496,0.0849,,,3.01462,0.02669,,,4.74373,0.00117,,,1.41924,0.12485,,,1.45432,0.16484
,,1.37585,0.0849,,,3.01652,0.02669,,,4.74664,0.00117,,,1.42013,0.12485,,,1.45522,0.16484
,,1.37675,0.0849,,,3.01843,0.02669,,,4.74955,0.00117,,,1.42103,0.12486,,,1.45612,0.16485
,,1.37764,0.0849,,,3.02033,0.02669,,,4.75245,0.00117,,,1.42193,0.12486,,,1.45702,0.16485
,,1.37853,0.0849,,,3.02223,0.02669,,,4.75536,0.00117,,,1.42283,0.12486,,,1.45792,0.16485
,,1.37943,0.0849,,,3.02413,0.02669,,,4.75826,0.00117,,,1.42372,0.12486,,,1.45882,0.16486
,,1.38032,0.0849,,,3.02603,0.02669,,,4.76117,0.00117,,,1.42462,0.12486,,,1.45972,0.16486
,,1.38121,0.0849,,,3.02793,0.02669,,,4.76407,0.00117,,,1.42552,0.12486,,,1.46062,0.16486
,,1.38211,0.0849,,,3.02983,0.02669,,,4.76698,0.00117,,,1.42642,0.12487,,,1.46153,0.16487
,,1.383,0.0849,,,3.03173,0.02669,,,4.76989,0.00117,,,1.42731,0.12487,,,1.46243,0.16487
,,1.3839,0.0849,,,3.03364,0.02669,,,4.77279,0.00117,,,1.42821,0.12487,,,1.46333,0.16488
,,1.38479,0.0849,,,3.03554,0.02669,,,4.7757,0.00117,,,1.42911,0.12487,,,1.46423,0.16488
,,1.38568,0.0849,,,3.03744,0.02669,,,4.77861,0.00117,,,1.43001,0.12487,,,1.46513,0.16488
,,1.38658,0.0849,,,3.03934,0.02669,,,4.78151,0.00117,,,1.43091,0.12487,,,1.46603,0.16489
,,1.38747,0.0849,,,3.04124,0.02669,,,4.78442,0.00117,,,1.4318,0.12488,,,1.46693,0.16489
,,1.38837,0.0849,,,3.04315,0.02669,,,4.78732,0.00117,,,1.4327,0.12488,,,1.46783,0.16489
,,1.38926,0.0849,,,3.04505,0.02669,,,4.79023,0.00117,,,1.4336,0.12488,,,1.46874,0.1649
,,1.39016,0.0849,,,3.04695,0.02669,,,4.79314,0.00117,,,1.4345,0.12488,,,1.46964,0.1649
,,1.39105,0.0849,,,3.04885,0.02669,,,4.79604,0.00117,,,1.4354,0.12488,,,1.47054,0.1649
,,1.39194,0.0849,,,3.05075,0.02669,,,4.79895,0.00117,,,1.4363,0.12488,,,1.47144,0.16491
,,1.39284,0.0849,,,3.05266,0.02669,,,4.80186,0.00117,,,1.43719,0.12489,,,1.47234,0.16491
,,1.39373,0.0849,,,3.05456,0.02669,,,4.80476,0.00117,,,1.43809,0.12489,,,1.47324,0.16491
,,1.39463,0.0849,,,3.05646,0.02669,,,4.80767,0.00117,,,1.43899,0.12489,,,1.47415,0.16492
,,1.39552,0.0849,,,3.05836,0.02669,,,4.81058,0.00117,,,1.43989,0.12489,,,1.47505,0.16492
,,1.39642,0.0849,,,3.06027,0.02669,,,4.81348,0.00117,,,1.44079,0.12489,,,1.47595,0.16493
,,1.39731,0.0849,,,3.06217,0.02669,,,4.81639,0.00117,,,1.44169,0.12489,,,1.47685,0.16493
,,1.39821,0.0849,,,3.06407,0.02669,,,4.8193,0.00117,,,1.44259,0.1249,,,1.47775,0.16493
,,1.3991,0.0849,,,3.06597,0.02669,,,4.82221,0.00117,,,1.44349,0.1249,,,1.47866,0.16494
,,1.4,0.0849,,,3.06788,0.02669,,,4.82511,0.00117,,,1.44439,0.1249,,,1.47956,0.16494
,,1.40089,0.0849,,,3.06978,0.02669,,,4.82802,0.00118,,,1.44528,0.1249,,,1.48046,0.16494
,,1.40179,0.0849,,,3.07168,0.0267,,,4.83093,0.00118,,,1.44618,0.1249,,,1.48136,0.16495
,,1.40268,0.0849,,,3.07358,0.0267,,,4.83383,0.00118,,,1.44708,0.1249,,,1.48227,0.16495
,,1.40358,0.08491,,,3.07549,0.0267,,,4.83674,0.00118,,,1.44798,0.12491,,,1.48317,0.16495
,,1.40447,0.08491,,,3.07739,0.0267,,,4.83965,0.00118,,,1.44888,0.12491,,,1.48407,0.16496
,,1.40537,0.08491,,,3.07929,0.0267,,,4.84256,0.00118,,,1.44978,0.12491,,,1.48497,0.16496
,,1.40626,0.08491,,,3.0812,0.0267,,,4.84546,0.00118,,,1.45068,0.12491,,,1.48587,0.16496
,,1.40716,0.08491,,,3.0831,0.0267,,,4.84837,0.00118,,,1.45158,0.12491,,,1.48678,0.16497
,,1.40806,0.08491,,,3.085,0.0267,,,4.85128,0.00118,,,1.45248,0.12492,,,1.48768,0.16497
,,1.40895,0.08491,,,3.08691,0.0267,,,4.85419,0.00118,,,1.45338,0.12492,,,1.48858,0.16498
,,1.40985,0.08491,,,3.08881,0.0267,,,4.8571,0.00118,,,1.45428,0.12492,,,1.48949,0.16498
,,1.41074,0.08491,,,3.09071,0.0267,,,4.86,0.00118,,,1.45518,0.12492,,,1.49039,0.16498
,,1.41164,0.08491,,,3.09262,0.0267,,,4.86291,0.00118,,,1.45608,0.12492,,,1.49129,0.16499
,,1.41253,0.08491,,,3.09452,0.0267,,,4.86582,0.00118,,,1.45698,0.12492,,,1.49219,0.16499
,,1.41343,0.08491,,,3.09642,0.0267,,,4.86873,0.00118,,,1.45788,0.12493,,,1.4931,0.16499
,,1.41433,0.08491,,,3.09833,0.0267,,,4.87164,0.00118,,,1.45878,0.12493,,,1.494,0.165
,,1.41522,0.08491,,,3.10023,0.0267,,,4.87454,0.00118,,,1.45968,0.12493,,,1.4949,0.165
,,1.41612,0.08491,,,3.10214,0.0267,,,4.87745,0.00118,,,1.46058,0.12493,,,1.49581,0.165
,,1.41702,0.08491,,,3.10404,0.0267,,,4.88036,0.00118,,,1.46148,0.12493,,,1.49671,0.16501
,,1.41791,0.08491,,,3.10594,0.0267,,,4.88327,0.00118,,,1.46238,0.12493,,,1.49761,0.16501
,,1.41881,0.08491,,,3.10785,0.0267,,,4.88618,0.00118,,,1.46328,0.12494,,,1.49852,0.16501
,,1.4197,0.08491,,,3.10975,0.0267,,,4.88908,0.00118,,,1.46418,0.12494,,,1.49942,0.16502
,,1.4206,0.08491,,,3.11165,0.0267,,,4.89199,0.00118,,,1.46508,0.12494,,,1.50032,0.16502
,,1.4215,0.08491,,,3.11356,0.0267,,,4.8949,0.00118,,,1.46598,0.12494,,,1.50123,0.16502
,,1.42239,0.08491,,,3.11546,0.0267,,,4.89781,0.00118,,,1.46688,0.12494,,,1.50213,0.16503
,,1.42329,0.08491,,,3.11737,0.0267,,,4.90072,0.00118,,,1.46778,0.12494,,,1.50303,0.16503
,,1.42419,0.08491,,,3.11927,0.0267,,,4.90363,0.00118,,,1.46868,0.12495,,,1.50394,0.16504
,,1.42508,0.08491,,,3.12118,0.0267,,,4.90654,0.00118,,,1.46958,0.12495,,,1.50484,0.16504
,,1.42598,0.08491,,,3.12308,0.0267,,,4.90944,0.00118,,,1.47048,0.12495,,,1.50575,0.16504
,,1.42688,0.08491,,,3.12498,0.0267,,,4.91235,0.00118,,,1.47138,0.12495,,,1.50665,0.16505
,,1.42778,0.08491,,,3.12689,0.0267,,,4.91526,0.00118,,,1.47228,0.12495,,,1.50755,0.16505
,,1.42867,0.08491,,,3.12879,0.0267,,,4.91817,0.00118,,,1.47318,0.12495,,,1.50846,0.16505
,,1.42957,0.08491,,,3.1307,0.0267,,,4.92108,0.00118,,,1.47408,0.12496,,,1.50936,0.16506
,,1.43047,0.08491,,,3.1326,0.0267,,,4.92399,0.00118,,,1.47499,0.12496,,,1.51026,0.16506
,,1.43136,0.08491,,,3.13451,0.0267,,,4.9269,0.00118,,,1.47589,0.12496,,,1.51117,0.16506
,,1.43226,0.08491,,,3.13641,0.0267,,,4.92981,0.00118,,,1.47679,0.12496,,,1.51207,0.16507
,,1.43316,0.08491,,,3.13832,0.0267,,,4.93272,0.00118,,,1.47769,0.12496,,,1.51298,0.16507
,,1.43406,0.08491,,,3.14022,0.0267,,,4.93563,0.00118,,,1.47859,0.12496,,,1.51388,0.16507
,,1.43495,0.08491,,,3.14213,0.0267,,,4.93854,0.00118,,,1.47949,0.12497,,,1.51479,0.16508
,,1.43585,0.08491,,,3.14403,0.0267,,,4.94144,0.00118,,,1.48039,0.12497,,,1.51569,0.16508
,,1.43675,0.08491,,,3.14594,0.0267,,,4.94435,0.00118,,,1.48129,0.12497,,,1.51659,0.16509
,,1.43765,0.08491,,,3.14784,0.0267,,,4.94726,0.00118,,,1.4822,0.12497,,,1.5175,0.16509
,,1.43855,0.08491,,,3.14975,0.0267,,,4.95017,0.00118,,,1.4831,0.12497,,,1.5184,0.16509
,,1.43944,0.08491,,,3.15165,0.0267,,,4.95308,0.00118,,,1.484,0.12497,,,1.51931,0.1651
,,1.44034,0.08491,,,3.15356,0.0267,,,4.95599,0.00118,,,1.4849,0.12498,,,1.52021,0.1651
,,1.44124,0.08491,,,3.15546,0.0267,,,4.9589,0.00118,,,1.4858,0.12498,,,1.52112,0.1651
,,1.44214,0.08491,,,3.15737,0.0267,,,4.96181,0.00118,,,1.4867,0.12498,,,1.52202,0.16511
,,1.44303,0.08491,,,3.15928,0.0267,,,4.96472,0.00118,,,1.48761,0.12498,,,1.52293,0.16511
,,1.44393,0.08491,,,3.16118,0.0267,,,4.96763,0.00118,,,1.48851,0.12498,,,1.52383,0.16511
,,1.44483,0.08491,,,3.16309,0.0267,,,4.97054,0.00118,,,1.48941,0.12498,,,1.52474,0.16512
,,1.44573,0.08491,,,3.16499,0.0267,,,4.97345,0.00118,,,1.49031,0.12499,,,1.52564,0.16512
,,1.44663,0.08491,,,3.1669,0.0267,,,4.97636,0.00118,,,1.49121,0.12499,,,1.52655,0.16512
,,1.44753,0.08491,,,3.1688,0.0267,,,4.97927,0.00118,,,1.49212,0.12499,,,1.52745,0.16513
,,1.44842,0.08491,,,3.17071,0.0267,,,4.98218,0.00118,,,1.49302,0.12499,,,1.52836,0.16513
,,1.44932,0.08491,,,3.17262,0.0267,,,4.98509,0.00118,,,1.49392,0.12499,,,1.52926,0.16513
,,1.45022,0.08491,,,3.17452,0.0267,,,4.988,0.00118,,,1.49482,0.12499,,,1.53017,0.16514
,,1.45112,0.08491,,,3.17643,0.0267,,,4.99091,0.00118,,,1.49572,0.125,,,1.53107,0.16514
,,1.45202,0.08491,,,3.17833,0.0267,,,4.99382,0.00118,,,1.49663,0.125,,,1.53198,0.16514
,,1.45292,0.08491,,,3.18024,0.0267,,,4.99673,0.00118,,,1.49753,0.125,,,1.53288,0.16515
,,1.45382,0.08491,,,3.18215,0.0267,,,4.99964,0.00118,,,1.49843,0.125,,,1.53379,0.16515
,,1.45472,0.08491,,,3.18405,0.0267,,,5.00255,0.00118,,,1.49933,0.125,,,1.53469,0.16516
,,1.45561,0.08491,,,3.18596,0.0267,,,5.00546,0.00118,,,1.50024,0.125,,,1.5356,0.16516
,,1.45651,0.08491,,,3.18786,0.0267,,,5.00837,0.00118,,,1.50114,0.12501,,,1.53651,0.16516
,,1.45741,0.08491,,,3.18977,0.0267,,,5.01128,0.00118,,,1.50204,0.12501,,,1.53741,0.16517
,,1.45831,0.08492,,,3.19168,0.0267,,,5.0142,0.00118,,,1.50294,0.12501,,,1.53832,0.16517
,,1.45921,0.08492,,,3.19358,0.0267,,,5.01711,0.00118,,,1.50385,0.12501,,,1.53922,0.16517
,,1.46011,0.08492,,,3.19549,0.0267,,,5.02002,0.00118,,,1.50475,0.12501,,,1.54013,0.16518
,,1.46101,0.08492,,,3.1974,0.0267,,,5.02293,0.00118,,,1.50565,0.12501,,,1.54103,0.16518
,,1.46191,0.08492,,,3.1993,0.0267,,,5.02584,0.00118,,,1.50656,0.12502,,,1.54194,0.16518
,,1.46281,0.08492,,,3.20121,0.0267,,,5.02875,0.00118,,,1.50746,0.12502,,,1.54285,0.16519
,,1.46371,0.08492,,,3.20312,0.0267,,,5.03166,0.00118,,,1.50836,0.12502,,,1.54375,0.16519
,,1.46461,0.08492,,,3.20502,0.0267,,,5.03457,0.00118,,,1.50927,0.12502,,,1.54466,0.16519
,,1.46551,0.08492,,,3.20693,0.0267,,,5.03748,0.00118,,,1.51017,0.12502,,,1.54556,0.1652
,,1.46641,0.08492,,,3.20884,0.0267,,,5.04039,0.00118,,,1.51107,0.12502,,,1.54647,0.1652
,,1.46731,0.08492,,,3.21075,0.0267,,,5.0433,0.00118,,,1.51198,0.12503,,,1.54738,0.1652
,,1.46821,0.08492,,,3.21265,0.0267,,,5.04622,0.00118,,,1.51288,0.12503,,,1.54828,0.16521
,,1.46911,0.08492,,,3.21456,0.0267,,,5.04913,0.00118,,,1.51378,0.12503,,,1.54919,0.16521
,,1.47001,0.08492,,,3.21647,0.0267,,,5.05204,0.00118,,,1.51469,0.12503,,,1.5501,0.16521
,,1.47091,0.08492,,,3.21837,0.0267,,,5.05495,0.00118,,,1.51559,0.12503,,,1.551,0.16522
,,1.47181,0.08492,,,3.22028,0.0267,,,5.05786,0.00118,,,1.51649,0.12503,,,1.55191,0.16522
,,1.47271,0.08492,,,3.22219,0.0267,,,5.06077,0.00118,,,1.5174,0.12504,,,1.55281,0.16522
,,1.47361,0.08492,,,3.2241,0.0267,,,5.06368,0.00118,,,1.5183,0.12504,,,1.55372,0.16523
,,1.47451,0.08492,,,3.226,0.0267,,,5.0666,0.00118,,,1.5192,0.12504,,,1.55463,0.16523
,,1.47541,0.08492,,,3.22791,0.0267,,,5.06951,0.00118,,,1.52011,0.12504,,,1.55553,0.16524
,,1.47631,0.08492,,,3.22982,0.0267,,,5.07242,0.00118,,,1.52101,0.12504,,,1.55644,0.16524
,,1.47721,0.08492,,,3.23173,0.0267,,,5.07533,0.00118,,,1.52191,0.12504,,,1.55735,0.16524
,,1.47811,0.08492,,,3.23363,0.0267,,,5.07824,0.00118,,,1.52282,0.12505,,,1.55825,0.16525
,,1.47901,0.08492,,,3.23554,0.0267,,,5.08115,0.00118,,,1.52372,0.12505,,,1.55916,0.16525
,,1.47991,0.08492,,,3.23745,0.0267,,,5.08407,0.00118,,,1.52463,0.12505,,,1.56007,0.16525
,,1.48081,0.08492,,,3.23936,0.0267,,,5.08698,0.00118,,,1.52553,0.12505,,,1.56098,0.16526
,,1.48171,0.08492,,,3.24127,0.0267,,,5.08989,0.00118,,,1.52644,0.12505,,,1.56188,0.16526
,,1.48261,0.08492,,,3.24317,0.0267,,,5.0928,0.00118,,,1.52734,0.12505,,,1.56279,0.16526
,,1.48351,0.08492,,,3.24508,0.0267,,,5.09571,0.00118,,,1.52824,0.12506,,,1.5637,0.16527
,,1.48441,0.08492,,,3.24699,0.0267,,,5.09863,0.00118,,,1.52915,0.12506,,,1.5646,0.16527
,,1.48531,0.08492,,,3.2489,0.0267,,,5.10154,0.00118,,,1.53005,0.12506,,,1.56551,0.16527
,,1.48621,0.08492,,,3.25081,0.0267,,,5.10445,0.00118,,,1.53096,0.12506,,,1.56642,0.16528
,,1.48711,0.08492,,,3.25271,0.0267,,,5.10736,0.00118,,,1.53186,0.12506,,,1.56733,0.16528
,,1.48802,0.08492,,,3.25462,0.0267,,,5.11028,0.00118,,,1.53277,0.12506,,,1.56823,0.16528
,,1.48892,0.08492,,,3.25653,0.0267,,,5.11319,0.00118,,,1.53367,0.12507,,,1.56914,0.16529
,,1.48982,0.08492,,,3.25844,0.0267,,,5.1161,0.00118,,,1.53458,0.12507,,,1.57005,0.16529
,,1.49072,0.08492,,,3.26035,0.0267,,,5.11901,0.00118,,,1.53548,0.12507,,,1.57096,0.16529
,,1.49162,0.08492,,,3.26226,0.02671,,,5.12193,0.00118,,,1.53638,0.12507,,,1.57186,0.1653
,,1.49252,0.08492,,,3.26416,0.02671,,,5.12484,0.00118,,,1.53729,0.12507,,,1.57277,0.1653
,,1.49342,0.08492,,,3.26607,0.02671,,,5.12775,0.00118,,,1.53819,0.12508,,,1.57368,0.1653
,,1.49432,0.08492,,,3.26798,0.02671,,,5.13066,0.00118,,,1.5391,0.12508,,,1.57459,0.16531
,,1.49523,0.08492,,,3.26989,0.02671,,,5.13358,0.00118,,,1.54,0.12508,,,1.57549,0.16531
,,1.49613,0.08492,,,3.2718,0.02671,,,5.13649,0.00118,,,1.54091,0.12508,,,1.5764,0.16531
,,1.49703,0.08493,,,3.27371,0.02671,,,5.1394,0.00118,,,1.54181,0.12508,,,1.57731,0.16532
,,1.49793,0.08493,,,3.27562,0.02671,,,5.14231,0.00118,,,1.54272,0.12508,,,1.57822,0.16532
,,1.49883,0.08493,,,3.27753,0.02671,,,5.14523,0.00118,,,1.54362,0.12509,,,1.57913,0.16532
,,1.49973,0.08493,,,3.27943,0.02671,,,5.14814,0.00118,,,1.54453,0.12509,,,1.58003,0.16533
,,1.50064,0.08493,,,3.28134,0.02671,,,5.15105,0.00118,,,1.54544,0.12509,,,1.58094,0.16533
,,1.50154,0.08493,,,3.28325,0.02671,,,5.15397,0.00118,,,1.54634,0.12509,,,1.58185,0.16533
,,1.50244,0.08493,,,3.28516,0.02671,,,5.15688,0.00118,,,1.54725,0.12509,,,1.58276,0.16534
,,1.50334,0.08493,,,3.28707,0.02671,,,5.15979,0.00118,,,1.54815,0.12509,,,1.58367,0.16534
,,1.50424,0.08493,,,3.28898,0.02671,,,5.16271,0.00118,,,1.54906,0.1251,,,1.58457,0.16535
,,1.50515,0.08493,,,3.29089,0.02671,,,5.16562,0.00118,,,1.54996,0.1251,,,1.58548,0.16535
,,1.50605,0.08493,,,3.2928,0.02671,,,5.16853,0.00118,,,1.55087,0.1251,,,1.58639,0.16535
,,1.50695,0.08493,,,3.29471,0.02671,,,5.17145,0.00118,,,1.55177,0.1251,,,1.5873,0.16536
,,1.50785,0.08493,,,3.29662,0.02671,,,5.17436,0.00118,,,1.55268,0.1251,,,1.58821,0.16536
,,1.50876,0.08493,,,3.29853,0.02671,,,5.17727,0.00118,,,1.55359,0.1251,,,1.58912,0.16536
,,1.50966,0.08493,,,3.30044,0.02671,,,5.18019,0.00118,,,1.55449,0.12511,,,1.59003,0.16537
,,1.51056,0.08493,,,3.30235,0.02671,,,5.1831,0.00118,,,1.5554,0.12511,,,1.59093,0.16537
,,1.51146,0.08493,,,3.30426,0.02671,,,5.18601,0.00118,,,1.5563,0.12511,,,1.59184,0.16537
,,1.51237,0.08493,,,3.30617,0.02671,,,5.18893,0.00118,,,1.55721,0.12511,,,1.59275,0.16538
,,1.51327,0.08493,,,3.30808,0.02671,,,5.19184,0.00118,,,1.55811,0.12511,,,1.59366,0.16538
,,1.51417,0.08493,,,3.30998,0.02671,,,5.19475,0.00118,,,1.55902,0.12511,,,1.59457,0.16538
,,1.51507,0.08493,,,3.31189,0.02671,,,5.19767,0.00118,,,1.55993,0.12512,,,1.59548,0.16539
,,1.51598,0.08493,,,3.3138,0.02671,,,5.20058,0.00118,,,1.56083,0.12512,,,1.59639,0.16539
,,1.51688,0.08493,,,3.31571,0.02671,,,5.2035,0.00118,,,1.56174,0.12512,,,1.5973,0.16539
,,1.51778,0.08493,,,3.31762,0.02671,,,5.20641,0.00118,,,1.56265,0.12512,,,1.5982,0.1654
,,1.51869,0.08493,,,3.31953,0.02671,,,5.20932,0.00118,,,1.56355,0.12512,,,1.59911,0.1654
,,1.51959,0.08493,,,3.32144,0.02671,,,5.21224,0.00118,,,1.56446,0.12512,,,1.60002,0.1654
,,1.52049,0.08493,,,3.32335,0.02671,,,5.21515,0.00118,,,1.56537,0.12513,,,1.60093,0.16541
,,1.5214,0.08493,,,3.32527,0.02671,,,5.21807,0.00118,,,1.56627,0.12513,,,1.60184,0.16541
,,1.5223,0.08493,,,3.32718,0.02671,,,5.22098,0.00118,,,1.56718,0.12513,,,1.60275,0.16541
,,1.5232,0.08493,,,3.32909,0.02671,,,5.22389,0.00118,,,1.56808,0.12513,,,1.60366,0.16542
,,1.52411,0.08493,,,3.331,0.02671,,,5.22681,0.00118,,,1.56899,0.12513,,,1.60457,0.16542
,,1.52501,0.08493,,,3.33291,0.02671,,,5.22972,0.00118,,,1.5699,0.12513,,,1.60548,0.16542
,,1.52591,0.08493,,,3.33482,0.02671,,,5.23264,0.00118,,,1.5708,0.12514,,,1.60639,0.16543
,,1.52682,0.08493,,,3.33673,0.02671,,,5.23555,0.00118,,,1.57171,0.12514,,,1.6073,0.16543
,,1.52772,0.08493,,,3.33864,0.02671,,,5.23847,0.00118,,,1.57262,0.12514,,,1.60821,0.16543
,,1.52862,0.08494,,,3.34055,0.02671,,,5.24138,0.00118,,,1.57353,0.12514,,,1.60912,0.16544
,,1.52953,0.08494,,,3.34246,0.02671,,,5.2443,0.00119,,,1.57443,0.12514,,,1.61003,0.16544
,,1.53043,0.08494,,,3.34437,0.02671,,,5.24721,0.00119,,,1.57534,0.12514,,,1.61094,0.16544
,,1.53133,0.08494,,,3.34628,0.02671,,,5.25012,0.00119,,,1.57625,0.12515,,,1.61185,0.16545
,,1.53224,0.08494,,,3.34819,0.02671,,,5.25304,0.00119,,,1.57715,0.12515,,,1.61276,0.16545
,,1.53314,0.08494,,,3.3501,0.02671,,,5.25595,0.00119,,,1.57806,0.12515,,,1.61367,0.16545
,,1.53405,0.08494,,,3.35201,0.02671,,,5.25887,0.00119,,,1.57897,0.12515,,,1.61458,0.16546
,,1.53495,0.08494,,,3.35392,0.02671,,,5.26178,0.00119,,,1.57988,0.12515,,,1.61549,0.16546
,,1.53585,0.08494,,,3.35584,0.02671,,,5.2647,0.00119,,,1.58078,0.12515,,,1.6164,0.16546
,,1.53676,0.08494,,,3.35775,0.02671,,,5.26761,0.00119,,,1.58169,0.12516,,,1.61731,0.16547
,,1.53766,0.08494,,,3.35966,0.02671,,,5.27053,0.00119,,,1.5826,0.12516,,,1.61822,0.16547
,,1.53857,0.08494,,,3.36157,0.02671,,,5.27344,0.00119,,,1.5835,0.12516,,,1.61913,0.16547
,,1.53947,0.08494,,,3.36348,0.02671,,,5.27636,0.00119,,,1.58441,0.12516,,,1.62004,0.16548
,,1.54037,0.08494,,,3.36539,0.02671,,,5.27927,0.00119,,,1.58532,0.12516,,,1.62095,0.16548
,,1.54128,0.08494,,,3.3673,0.02671,,,5.28219,0.00119,,,1.58623,0.12516,,,1.62186,0.16548
,,1.54218,0.08494,,,3.36921,0.02671,,,5.2851,0.00119,,,1.58714,0.12517,,,1.62277,0.16549
,,1.54309,0.08494,,,3.37113,0.02671,,,5.28802,0.00119,,,1.58804,0.12517,,,1.62368,0.16549
,,1.54399,0.08494,,,3.37304,0.02671,,,5.29093,0.00119,,,1.58895,0.12517,,,1.62459,0.16549
,,1.5449,0.08494,,,3.37495,0.02671,,,5.29385,0.00119,,,1.58986,0.12517,,,1.6255,0.1655
,,1.5458,0.08494,,,3.37686,0.02671,,,5.29677,0.00119,,,1.59077,0.12517,,,1.62641,0.1655
,,1.54671,0.08494,,,3.37877,0.02671,,,5.29968,0.00119,,,1.59167,0.12517,,,1.62732,0.1655
,,1.54761,0.08494,,,3.38068,0.02671,,,5.3026,0.00119,,,1.59258,0.12518,,,1.62823,0.16551
,,1.54852,0.08494,,,3.3826,0.02671,,,5.30551,0.00119,,,1.59349,0.12518,,,1.62914,0.16551
,,1.54942,0.08494,,,3.38451,0.02671,,,5.30843,0.00119,,,1.5944,0.12518,,,1.63005,0.16551
,,1.55033,0.08494,,,3.38642,0.02671,,,5.31134,0.00119,,,1.59531,0.12518,,,1.63096,0.16552
,,1.55123,0.08494,,,3.38833,0.02671,,,5.31426,0.00119,,,1.59621,0.12518,,,1.63187,0.16552
,,1.55214,0.08494,,,3.39024,0.02671,,,5.31717,0.00119,,,1.59712,0.12519,,,1.63278,0.16552
,,1.55304,0.08494,,,3.39215,0.02671,,,5.32009,0.00119,,,1.59803,0.12519,,,1.63369,0.16553
,,1.55395,0.08494,,,3.39407,0.02671,,,5.32301,0.00119,,,1.59894,0.12519,,,1.63461,0.16553
,,1.55485,0.08494,,,3.39598,0.02671,,,5.32592,0.00119,,,1.59985,0.12519,,,1.63552,0.16553
