CFD-a,CFD-a,SIM-a,SIM-a,CFD-b,CFD-b,SIM-b,SIM-b,CFD-c,CFD-c,SIM-c,SIM-c,CFD-d,CFD-d,SIM-d,SIM-d,CFD-e,CFD-e,SIM-e,SIM-e
,,2.38059,469.73672,,,5.04481,443.24936,,,7.80736,440.8995,,,2.44173,481.08383,,,2.49405,494.11245
,,2.38152,469.71292,,,5.04675,443.24685,,,7.8103,440.89882,,,2.44267,481.05174,,,2.49499,494.07102
,,2.38246,469.68914,,,5.04869,443.24433,,,7.81324,440.89814,,,2.44361,481.01967,,,2.49593,494.02964
,,2.3834,469.66539,,,5.05063,443.24182,,,7.81619,440.89746,,,2.44454,480.98765,,,2.49686,493.9883
,,2.38433,469.64168,,,5.05257,443.23931,,,7.81913,440.89678,,,2.44548,480.95566,,,2.4978,493.94701
,,2.38527,469.61798,,,5.05451,443.2368,,,7.82207,440.89611,,,2.44642,480.92371,,,2.49874,493.90577
,,2.38621,469.59432,,,5.05645,443.2343,,,7.82501,440.89543,,,2.44736,480.89179,,,2.49968,493.86457
,,2.38714,469.57068,,,5.05839,443.2318,,,7.82796,440.89475,,,2.44829,480.85991,,,2.50062,493.82342
,,2.38808,469.54708,,,5.06033,443.2293,,,7.8309,440.89408,,,2.44923,480.82807,,,2.50156,493.78232
,,2.38901,469.5235,,,5.06227,443.22681,,,7.83384,440.8934,,,2.45017,480.79627,,,2.5025,493.74126
,,2.38995,469.49994,,,5.06421,443.22432,,,7.83678,440.89273,,,2.45111,480.7645,,,2.50344,493.70025
,,2.39089,469.47642,,,5.06615,443.22183,,,7.83973,440.89205,,,2.45205,480.73276,,,2.50438,493.65929
,,2.39182,469.45292,,,5.06809,443.21934,,,7.84267,440.89138,,,2.45298,480.70107,,,2.50531,493.61837
,,2.39276,469.42945,,,5.07003,443.21686,,,7.84561,440.89071,,,2.45392,480.66941,,,2.50625,493.57749
,,2.3937,469.40601,,,5.07197,443.21438,,,7.84855,440.89004,,,2.45486,480.63778,,,2.50719,493.53666
,,2.39463,469.38259,,,5.07391,443.2119,,,7.8515,440.88937,,,2.4558,480.60619,,,2.50813,493.49588
,,2.39557,469.3592,,,5.07585,443.20943,,,7.85444,440.8887,,,2.45673,480.57464,,,2.50907,493.45514
,,2.39651,469.33584,,,5.07779,443.20695,,,7.85738,440.88803,,,2.45767,480.54312,,,2.51001,493.41445
,,2.39744,469.31251,,,5.07974,443.20448,,,7.86032,440.88736,,,2.45861,480.51164,,,2.51095,493.37381
,,2.39838,469.2892,,,5.08168,443.20202,,,7.86327,440.8867,,,2.45955,480.4802,,,2.51189,493.33321
,,2.39932,469.26592,,,5.08362,443.19956,,,7.86621,440.88603,,,2.46049,480.44879,,,2.51283,493.29265
,,2.40025,469.24267,,,5.08556,443.19709,,,7.86915,440.88536,,,2.46142,480.41742,,,2.51377,493.25214
,,2.40119,469.21944,,,5.0875,443.19464,,,7.8721,440.8847,,,2.46236,480.38608,,,2.51471,493.21168
,,2.40213,469.19625,,,5.08944,443.19218,,,7.87504,440.88403,,,2.4633,480.35478,,,2.51565,493.17126
,,2.40306,469.17307,,,5.09138,443.18973,,,7.87798,440.88337,,,2.46424,480.32351,,,2.51658,493.13088
,,2.404,469.14993,,,5.09332,443.18728,,,7.88092,440.88271,,,2.46518,480.29228,,,2.51752,493.09055
,,2.40494,469.12681,,,5.09526,443.18483,,,7.88387,440.88205,,,2.46612,480.26109,,,2.51846,493.05027
,,2.40587,469.10372,,,5.0972,443.18239,,,7.88681,440.88138,,,2.46705,480.22993,,,2.5194,493.01003
,,2.40681,469.08066,,,5.09914,443.17995,,,7.88975,440.88072,,,2.46799,480.1988,,,2.52034,492.96983
,,2.40775,469.05762,,,5.10109,443.17751,,,7.8927,440.88006,,,2.46893,480.16772,,,2.52128,492.92968
,,2.40868,469.03461,,,5.10303,443.17508,,,7.89564,440.8794,,,2.46987,480.13666,,,2.52222,492.88958
,,2.40962,469.01163,,,5.10497,443.17264,,,7.89858,440.87875,,,2.47081,480.10564,,,2.52316,492.84952
,,2.41056,468.98867,,,5.10691,443.17021,,,7.90152,440.87809,,,2.47174,480.07466,,,2.5241,492.8095
,,2.41149,468.96574,,,5.10885,443.16779,,,7.90447,440.87743,,,2.47268,480.04371,,,2.52504,492.76953
,,2.41243,468.94284,,,5.11079,443.16536,,,7.90741,440.87678,,,2.47362,480.0128,,,2.52598,492.7296
,,2.41337,468.91997,,,5.11273,443.16294,,,7.91035,440.87612,,,2.47456,479.98192,,,2.52692,492.68972
,,2.4143,468.89712,,,5.11467,443.16052,,,7.9133,440.87547,,,2.4755,479.95108,,,2.52786,492.64988
,,2.41524,468.87429,,,5.11661,443.1581,,,7.91624,440.87481,,,2.47644,479.92027,,,2.5288,492.61009
,,2.41618,468.8515,,,5.11856,443.15569,,,7.91918,440.87416,,,2.47738,479.8895,,,2.52974,492.57034
,,2.41712,468.82872,,,5.1205,443.15328,,,7.92213,440.87351,,,2.47831,479.85876,,,2.53068,492.53063
,,2.41805,468.80598,,,5.12244,443.15087,,,7.92507,440.87285,,,2.47925,479.82806,,,2.53162,492.49097
,,2.41899,468.78326,,,5.12438,443.14847,,,7.92801,440.8722,,,2.48019,479.79739,,,2.53256,492.45135
,,2.41993,468.76057,,,5.12632,443.14607,,,7.93096,440.87155,,,2.48113,479.76675,,,2.5335,492.41177
,,2.42086,468.73791,,,5.12826,443.14367,,,7.9339,440.8709,,,2.48207,479.73615,,,2.53444,492.37224
,,2.4218,468.71527,,,5.1302,443.14127,,,7.93684,440.87025,,,2.48301,479.70559,,,2.53538,492.33276
,,2.42274,468.69265,,,5.13214,443.13887,,,7.93979,440.86961,,,2.48395,479.67506,,,2.53632,492.29332
,,2.42368,468.67007,,,5.13409,443.13648,,,7.94273,440.86896,,,2.48488,479.64456,,,2.53725,492.25392
,,2.42461,468.64751,,,5.13603,443.13409,,,7.94567,440.86831,,,2.48582,479.6141,,,2.53819,492.21456
,,2.42555,468.62497,,,5.13797,443.13171,,,7.94862,440.86767,,,2.48676,479.58367,,,2.53913,492.17525
,,2.42649,468.60246,,,5.13991,443.12932,,,7.95156,440.86702,,,2.4877,479.55328,,,2.54007,492.13598
,,2.42742,468.57998,,,5.14185,443.12694,,,7.9545,440.86638,,,2.48864,479.52292,,,2.54101,492.09675
,,2.42836,468.55752,,,5.14379,443.12457,,,7.95745,440.86573,,,2.48958,479.4926,,,2.54195,492.05757
,,2.4293,468.53509,,,5.14573,443.12219,,,7.96039,440.86509,,,2.49052,479.46231,,,2.54289,492.01843
,,2.43024,468.51269,,,5.14768,443.11982,,,7.96333,440.86445,,,2.49146,479.43205,,,2.54383,491.97934
,,2.43117,468.49031,,,5.14962,443.11745,,,7.96628,440.8638,,,2.49239,479.40183,,,2.54477,491.94029
,,2.43211,468.46795,,,5.15156,443.11508,,,7.96922,440.86316,,,2.49333,479.37164,,,2.54571,491.90128
,,2.43305,468.44563,,,5.1535,443.11271,,,7.97216,440.86252,,,2.49427,479.34149,,,2.54665,491.86231
,,2.43399,468.42332,,,5.15544,443.11035,,,7.97511,440.86188,,,2.49521,479.31137,,,2.54759,491.82339
,,2.43492,468.40105,,,5.15738,443.10799,,,7.97805,440.86124,,,2.49615,479.28128,,,2.54853,491.78451
,,2.43586,468.3788,,,5.15933,443.10564,,,7.981,440.86061,,,2.49709,479.25123,,,2.54947,491.74567
,,2.4368,468.35657,,,5.16127,443.10328,,,7.98394,440.85997,,,2.49803,479.22121,,,2.55041,491.70688
,,2.43774,468.33437,,,5.16321,443.10093,,,7.98688,440.85933,,,2.49897,479.19123,,,2.55135,491.66812
,,2.43868,468.3122,,,5.16515,443.09858,,,7.98983,440.8587,,,2.49991,479.16127,,,2.55229,491.62942
,,2.43961,468.29005,,,5.16709,443.09624,,,7.99277,440.85806,,,2.50084,479.13136,,,2.55323,491.59075
,,2.44055,468.26793,,,5.16903,443.09389,,,7.99571,440.85743,,,2.50178,479.10147,,,2.55417,491.55212
,,2.44149,468.24583,,,5.17098,443.09155,,,7.99866,440.85679,,,2.50272,479.07162,,,2.55512,491.51354
,,2.44243,468.22376,,,5.17292,443.08921,,,8.0016,440.85616,,,2.50366,479.0418,,,2.55606,491.475
,,2.44336,468.20171,,,5.17486,443.08688,,,8.00454,440.85553,,,2.5046,479.01202,,,2.557,491.43651
,,2.4443,468.17969,,,5.1768,443.08455,,,8.00749,440.85489,,,2.50554,478.98227,,,2.55794,491.39805
,,2.44524,468.15769,,,5.17874,443.08221,,,8.01043,440.85426,,,2.50648,478.95255,,,2.55888,491.35964
,,2.44618,468.13572,,,5.18068,443.07989,,,8.01338,440.85363,,,2.50742,478.92287,,,2.55982,491.32127
,,2.44711,468.11377,,,5.18263,443.07756,,,8.01632,440.853,,,2.50836,478.89322,,,2.56076,491.28294
,,2.44805,468.09185,,,5.18457,443.07524,,,8.01926,440.85237,,,2.5093,478.8636,,,2.5617,491.24466
,,2.44899,468.06996,,,5.18651,443.07292,,,8.02221,440.85174,,,2.51024,478.83402,,,2.56264,491.20641
,,2.44993,468.04809,,,5.18845,443.0706,,,8.02515,440.85112,,,2.51118,478.80447,,,2.56358,491.16821
,,2.45087,468.02624,,,5.19039,443.06829,,,8.0281,440.85049,,,2.51211,478.77495,,,2.56452,491.13005
,,2.4518,468.00442,,,5.19234,443.06598,,,8.03104,440.84986,,,2.51305,478.74546,,,2.56546,491.09193
,,2.45274,467.98262,,,5.19428,443.06367,,,8.03398,440.84924,,,2.51399,478.71601,,,2.5664,491.05385
,,2.45368,467.96085,,,5.19622,443.06136,,,8.03693,440.84861,,,2.51493,478.68659,,,2.56734,491.01582
,,2.45462,467.93911,,,5.19816,443.05905,,,8.03987,440.84799,,,2.51587,478.6572,,,2.56828,490.97783
,,2.45556,467.91738,,,5.2001,443.05675,,,8.04282,440.84736,,,2.51681,478.62785,,,2.56922,490.93987
,,2.45649,467.89569,,,5.20205,443.05445,,,8.04576,440.84674,,,2.51775,478.59853,,,2.57016,490.90196
,,2.45743,467.87402,,,5.20399,443.05216,,,8.0487,440.84612,,,2.51869,478.56924,,,2.5711,490.8641
,,2.45837,467.85237,,,5.20593,443.04986,,,8.05165,440.8455,,,2.51963,478.53998,,,2.57204,490.82627
,,2.45931,467.83075,,,5.20787,443.04757,,,8.05459,440.84488,,,2.52057,478.51076,,,2.57298,490.78848
,,2.46025,467.80915,,,5.20982,443.04528,,,8.05754,440.84426,,,2.52151,478.48157,,,2.57392,490.75074
,,2.46119,467.78757,,,5.21176,443.043,,,8.06048,440.84364,,,2.52245,478.45241,,,2.57486,490.71303
,,2.46212,467.76603,,,5.2137,443.04071,,,8.06342,440.84302,,,2.52339,478.42329,,,2.57581,490.67537
,,2.46306,467.7445,,,5.21564,443.03843,,,8.06637,440.8424,,,2.52433,478.39419,,,2.57675,490.63775
,,2.464,467.723,,,5.21758,443.03615,,,8.06931,440.84178,,,2.52527,478.36513,,,2.57769,490.60017
,,2.46494,467.70153,,,5.21953,443.03387,,,8.07226,440.84117,,,2.52621,478.3361,,,2.57863,490.56263
,,2.46588,467.68008,,,5.22147,443.0316,,,8.0752,440.84055,,,2.52715,478.30711,,,2.57957,490.52513
,,2.46682,467.65865,,,5.22341,443.02933,,,8.07815,440.83993,,,2.52809,478.27814,,,2.58051,490.48767
,,2.46775,467.63725,,,5.22535,443.02706,,,8.08109,440.83932,,,2.52903,478.24921,,,2.58145,490.45026
,,2.46869,467.61587,,,5.2273,443.02479,,,8.08403,440.83871,,,2.52997,478.22031,,,2.58239,490.41288
,,2.46963,467.59452,,,5.22924,443.02253,,,8.08698,440.83809,,,2.53091,478.19144,,,2.58333,490.37555
,,2.47057,467.57319,,,5.23118,443.02027,,,8.08992,440.83748,,,2.53185,478.16261,,,2.58427,490.33825
,,2.47151,467.55188,,,5.23312,443.01801,,,8.09287,440.83687,,,2.53279,478.1338,,,2.58521,490.301
,,2.47245,467.5306,,,5.23507,443.01576,,,8.09581,440.83626,,,2.53373,478.10503,,,2.58615,490.26378
,,2.47338,467.50934,,,5.23701,443.0135,,,8.09876,440.83564,,,2.53467,478.07629,,,2.5871,490.22661
,,2.47432,467.48811,,,5.23895,443.01125,,,8.1017,440.83503,,,2.5356,478.04758,,,2.58804,490.18948
,,2.47526,467.4669,,,5.24089,443.009,,,8.10465,440.83443,,,2.53654,478.01891,,,2.58898,490.15238
,,2.4762,467.44572,,,5.24284,443.00676,,,8.10759,440.83382,,,2.53748,477.99026,,,2.58992,490.11533
,,2.47714,467.42456,,,5.24478,443.00451,,,8.11053,440.83321,,,2.53842,477.96165,,,2.59086,490.07832
,,2.47808,467.40342,,,5.24672,443.00227,,,8.11348,440.8326,,,2.53936,477.93307,,,2.5918,490.04135
,,2.47902,467.38231,,,5.24866,443.00003,,,8.11642,440.83199,,,2.5403,477.90452,,,2.59274,490.00442
,,2.47995,467.36122,,,5.25061,442.9978,,,8.11937,440.83139,,,2.54124,477.876,,,2.59368,489.96752
,,2.48089,467.34016,,,5.25255,442.99556,,,8.12231,440.83078,,,2.54218,477.84751,,,2.59462,489.93067
,,2.48183,467.31911,,,5.25449,442.99333,,,8.12526,440.83018,,,2.54312,477.81906,,,2.59556,489.89386
,,2.48277,467.2981,,,5.25644,442.9911,,,8.1282,440.82957,,,2.54406,477.79063,,,2.59651,489.85709
,,2.48371,467.2771,,,5.25838,442.98888,,,8.13115,440.82897,,,2.54501,477.76224,,,2.59745,489.82036
,,2.48465,467.25613,,,5.26032,442.98665,,,8.13409,440.82837,,,2.54595,477.73388,,,2.59839,489.78366
,,2.48559,467.23519,,,5.26226,442.98443,,,8.13704,440.82776,,,2.54689,477.70555,,,2.59933,489.74701
,,2.48653,467.21426,,,5.26421,442.98221,,,8.13998,440.82716,,,2.54783,477.67725,,,2.60027,489.7104
,,2.48747,467.19337,,,5.26615,442.98,,,8.14293,440.82656,,,2.54877,477.64898,,,2.60121,489.67383
,,2.4884,467.17249,,,5.26809,442.97778,,,8.14587,440.82596,,,2.54971,477.62075,,,2.60215,489.63729
,,2.48934,467.15164,,,5.27004,442.97557,,,8.14882,440.82536,,,2.55065,477.59254,,,2.60309,489.6008
,,2.49028,467.13081,,,5.27198,442.97336,,,8.15176,440.82476,,,2.55159,477.56437,,,2.60404,489.56434
,,2.49122,467.11,,,5.27392,442.97115,,,8.1547,440.82416,,,2.55253,477.53623,,,2.60498,489.52793
,,2.49216,467.08922,,,5.27586,442.96895,,,8.15765,440.82357,,,2.55347,477.50811,,,2.60592,489.49155
,,2.4931,467.06846,,,5.27781,442.96675,,,8.16059,440.82297,,,2.55441,477.48003,,,2.60686,489.45521
,,2.49404,467.04773,,,5.27975,442.96455,,,8.16354,440.82237,,,2.55535,477.45198,,,2.6078,489.41892
,,2.49498,467.02702,,,5.28169,442.96235,,,8.16648,440.82178,,,2.55629,477.42396,,,2.60874,489.38266
,,2.49592,467.00633,,,5.28364,442.96016,,,8.16943,440.82118,,,2.55723,477.39597,,,2.60968,489.34644
,,2.49686,466.98567,,,5.28558,442.95796,,,8.17237,440.82059,,,2.55817,477.36802,,,2.61063,489.31026
,,2.49779,466.96502,,,5.28752,442.95578,,,8.17532,440.81999,,,2.55911,477.34009,,,2.61157,489.27412
,,2.49873,466.94441,,,5.28947,442.95359,,,8.17826,440.8194,,,2.56005,477.31219,,,2.61251,489.23801
,,2.49967,466.92381,,,5.29141,442.9514,,,8.18121,440.81881,,,2.56099,477.28433,,,2.61345,489.20195
,,2.50061,466.90324,,,5.29335,442.94922,,,8.18415,440.81822,,,2.56193,477.25649,,,2.61439,489.16592
,,2.50155,466.88269,,,5.29529,442.94704,,,8.1871,440.81763,,,2.56287,477.22869,,,2.61533,489.12994
,,2.50249,466.86216,,,5.29724,442.94486,,,8.19004,440.81703,,,2.56381,477.20091,,,2.61628,489.09399
,,2.50343,466.84166,,,5.29918,442.94269,,,8.19299,440.81644,,,2.56475,477.17317,,,2.61722,489.05808
,,2.50437,466.82118,,,5.30112,442.94051,,,8.19593,440.81586,,,2.56569,477.14546,,,2.61816,489.02221
,,2.50531,466.80072,,,5.30307,442.93834,,,8.19888,440.81527,,,2.56663,477.11777,,,2.6191,488.98638
,,2.50625,466.78029,,,5.30501,442.93618,,,8.20182,440.81468,,,2.56757,477.09012,,,2.62004,488.95059
,,2.50719,466.75988,,,5.30695,442.93401,,,8.20477,440.81409,,,2.56851,477.0625,,,2.62098,488.91483
,,2.50813,466.73949,,,5.3089,442.93185,,,8.20771,440.8135,,,2.56946,477.03491,,,2.62193,488.87912
,,2.50907,466.71912,,,5.31084,442.92968,,,8.21066,440.81292,,,2.5704,477.00734,,,2.62287,488.84344
,,2.51001,466.69878,,,5.31278,442.92753,,,8.21361,440.81233,,,2.57134,476.97981,,,2.62381,488.8078
,,2.51094,466.67846,,,5.31473,442.92537,,,8.21655,440.81175,,,2.57228,476.95231,,,2.62475,488.7722
,,2.51188,466.65816,,,5.31667,442.92322,,,8.2195,440.81116,,,2.57322,476.92484,,,2.62569,488.73663
,,2.51282,466.63789,,,5.31861,442.92106,,,8.22244,440.81058,,,2.57416,476.8974,,,2.62663,488.70111
,,2.51376,466.61763,,,5.32056,442.91891,,,8.22539,440.81,,,2.5751,476.86998,,,2.62758,488.66562
,,2.5147,466.5974,,,5.3225,442.91677,,,8.22833,440.80941,,,2.57604,476.8426,,,2.62852,488.63017
,,2.51564,466.5772,,,5.32444,442.91462,,,8.23128,440.80883,,,2.57698,476.81525,,,2.62946,488.59476
,,2.51658,466.55701,,,5.32639,442.91248,,,8.23422,440.80825,,,2.57792,476.78793,,,2.6304,488.55939
,,2.51752,466.53685,,,5.32833,442.91034,,,8.23717,440.80767,,,2.57886,476.76064,,,2.63134,488.52405
,,2.51846,466.51671,,,5.33028,442.9082,,,8.24011,440.80709,,,2.5798,476.73337,,,2.63229,488.48875
,,2.5194,466.49659,,,5.33222,442.90607,,,8.24306,440.80651,,,2.58075,476.70614,,,2.63323,488.45349
,,2.52034,466.4765,,,5.33416,442.90394,,,8.246,440.80593,,,2.58169,476.67894,,,2.63417,488.41827
,,2.52128,466.45643,,,5.33611,442.9018,,,8.24895,440.80535,,,2.58263,476.65176,,,2.63511,488.38309
,,2.52222,466.43638,,,5.33805,442.89968,,,8.25189,440.80478,,,2.58357,476.62462,,,2.63605,488.34794
,,2.52316,466.41635,,,5.33999,442.89755,,,8.25484,440.8042,,,2.58451,476.5975,,,2.637,488.31283
,,2.5241,466.39635,,,5.34194,442.89543,,,8.25779,440.80362,,,2.58545,476.57042,,,2.63794,488.27776
,,2.52504,466.37636,,,5.34388,442.89331,,,8.26073,440.80305,,,2.58639,476.54336,,,2.63888,488.24272
,,2.52598,466.3564,,,5.34582,442.89119,,,8.26368,440.80247,,,2.58733,476.51634,,,2.63982,488.20773
,,2.52692,466.33646,,,5.34777,442.88907,,,8.26662,440.8019,,,2.58827,476.48934,,,2.64076,488.17277
,,2.52786,466.31655,,,5.34971,442.88696,,,8.26957,440.80132,,,2.58921,476.46237,,,2.64171,488.13784
,,2.5288,466.29665,,,5.35166,442.88484,,,8.27251,440.80075,,,2.59016,476.43544,,,2.64265,488.10296
,,2.52974,466.27678,,,5.3536,442.88273,,,8.27546,440.80018,,,2.5911,476.40853,,,2.64359,488.06811
,,2.53068,466.25693,,,5.35554,442.88063,,,8.2784,440.79961,,,2.59204,476.38165,,,2.64453,488.0333
,,2.53162,466.2371,,,5.35749,442.87852,,,8.28135,440.79904,,,2.59298,476.3548,,,2.64548,487.99853
,,2.53256,466.2173,,,5.35943,442.87642,,,8.2843,440.79847,,,2.59392,476.32797,,,2.64642,487.96379
,,2.5335,466.19751,,,5.36137,442.87432,,,8.28724,440.79789,,,2.59486,476.30118,,,2.64736,487.92909
,,2.53444,466.17775,,,5.36332,442.87222,,,8.29019,440.79733,,,2.5958,476.27442,,,2.6483,487.89442
,,2.53538,466.15801,,,5.36526,442.87012,,,8.29313,440.79676,,,2.59674,476.24768,,,2.64925,487.8598
,,2.53632,466.13829,,,5.36721,442.86803,,,8.29608,440.79619,,,2.59769,476.22098,,,2.65019,487.82521
,,2.53726,466.11859,,,5.36915,442.86594,,,8.29902,440.79562,,,2.59863,476.1943,,,2.65113,487.79066
,,2.5382,466.09892,,,5.37109,442.86385,,,8.30197,440.79505,,,2.59957,476.16765,,,2.65207,487.75614
,,2.53914,466.07927,,,5.37304,442.86176,,,8.30492,440.79449,,,2.60051,476.14104,,,2.65301,487.72166
,,2.54008,466.05963,,,5.37498,442.85968,,,8.30786,440.79392,,,2.60145,476.11445,,,2.65396,487.68722
,,2.54102,466.04002,,,5.37693,442.85759,,,8.31081,440.79336,,,2.60239,476.08788,,,2.6549,487.65281
,,2.54196,466.02044,,,5.37887,442.85551,,,8.31375,440.79279,,,2.60333,476.06135,,,2.65584,487.61844
,,2.5429,466.00087,,,5.38081,442.85343,,,8.3167,440.79223,,,2.60428,476.03485,,,2.65678,487.58411
,,2.54384,465.98133,,,5.38276,442.85136,,,8.31965,440.79166,,,2.60522,476.00837,,,2.65773,487.54981
,,2.54478,465.9618,,,5.3847,442.84929,,,8.32259,440.7911,,,2.60616,475.98193,,,2.65867,487.51555
,,2.54572,465.9423,,,5.38665,442.84721,,,8.32554,440.79054,,,2.6071,475.95551,,,2.65961,487.48133
,,2.54666,465.92282,,,5.38859,442.84514,,,8.32848,440.78998,,,2.60804,475.92912,,,2.66056,487.44714
,,2.5476,465.90336,,,5.39053,442.84308,,,8.33143,440.78942,,,2.60898,475.90276,,,2.6615,487.41298
,,2.54854,465.88393,,,5.39248,442.84101,,,8.33438,440.78885,,,2.60993,475.87642,,,2.66244,487.37887
,,2.54948,465.86451,,,5.39442,442.83895,,,8.33732,440.78829,,,2.61087,475.85012,,,2.66338,487.34479
,,2.55042,465.84512,,,5.39637,442.83689,,,8.34027,440.78774,,,2.61181,475.82384,,,2.66433,487.31075
,,2.55136,465.82574,,,5.39831,442.83483,,,8.34321,440.78718,,,2.61275,475.7976,,,2.66527,487.27674
,,2.5523,465.80639,,,5.40026,442.83278,,,8.34616,440.78662,,,2.61369,475.77138,,,2.66621,487.24277
,,2.55324,465.78706,,,5.4022,442.83072,,,8.34911,440.78606,,,2.61463,475.74519,,,2.66715,487.20883
,,2.55418,465.76775,,,5.40414,442.82867,,,8.35205,440.7855,,,2.61558,475.71902,,,2.6681,487.17493
,,2.55512,465.74846,,,5.40609,442.82662,,,8.355,440.78495,,,2.61652,475.69289,,,2.66904,487.14107
,,2.55606,465.7292,,,5.40803,442.82458,,,8.35794,440.78439,,,2.61746,475.66678,,,2.66998,487.10724
,,2.55701,465.70995,,,5.40998,442.82253,,,8.36089,440.78384,,,2.6184,475.6407,,,2.67093,487.07344
,,2.55795,465.69073,,,5.41192,442.82049,,,8.36384,440.78328,,,2.61934,475.61465,,,2.67187,487.03969
,,2.55889,465.67152,,,5.41387,442.81845,,,8.36678,440.78273,,,2.62028,475.58863,,,2.67281,487.00597
,,2.55983,465.65234,,,5.41581,442.81641,,,8.36973,440.78217,,,2.62123,475.56263,,,2.67375,486.97228
,,2.56077,465.63318,,,5.41776,442.81437,,,8.37268,440.78162,,,2.62217,475.53667,,,2.6747,486.93863
,,2.56171,465.61404,,,5.4197,442.81234,,,8.37562,440.78107,,,2.62311,475.51073,,,2.67564,486.90501
,,2.56265,465.59492,,,5.42164,442.81031,,,8.37857,440.78052,,,2.62405,475.48482,,,2.67658,486.87143
,,2.56359,465.57582,,,5.42359,442.80828,,,8.38151,440.77997,,,2.62499,475.45893,,,2.67753,486.83789
,,2.56453,465.55675,,,5.42553,442.80625,,,8.38446,440.77942,,,2.62594,475.43308,,,2.67847,486.80438
,,2.56547,465.53769,,,5.42748,442.80423,,,8.38741,440.77887,,,2.62688,475.40725,,,2.67941,486.77091
,,2.56641,465.51866,,,5.42942,442.80221,,,8.39035,440.77832,,,2.62782,475.38145,,,2.68035,486.73747
,,2.56735,465.49964,,,5.43137,442.80018,,,8.3933,440.77777,,,2.62876,475.35568,,,2.6813,486.70406
,,2.56829,465.48065,,,5.43331,442.79817,,,8.39625,440.77722,,,2.6297,475.32993,,,2.68224,486.6707
,,2.56923,465.46168,,,5.43526,442.79615,,,8.39919,440.77667,,,2.63065,475.30422,,,2.68318,486.63736
,,2.57018,465.44272,,,5.4372,442.79414,,,8.40214,440.77612,,,2.63159,475.27853,,,2.68413,486.60406
,,2.57112,465.42379,,,5.43915,442.79212,,,8.40509,440.77558,,,2.63253,475.25286,,,2.68507,486.5708
,,2.57206,465.40488,,,5.44109,442.79011,,,8.40803,440.77503,,,2.63347,475.22723,,,2.68601,486.53757
,,2.573,465.38599,,,5.44303,442.78811,,,8.41098,440.77449,,,2.63441,475.20162,,,2.68696,486.50438
,,2.57394,465.36712,,,5.44498,442.7861,,,8.41393,440.77394,,,2.63536,475.17604,,,2.6879,486.47122
,,2.57488,465.34827,,,5.44692,442.7841,,,8.41687,440.7734,,,2.6363,475.15049,,,2.68884,486.4381
,,2.57582,465.32945,,,5.44887,442.7821,,,8.41982,440.77285,,,2.63724,475.12496,,,2.68979,486.40501
,,2.57676,465.31064,,,5.45081,442.7801,,,8.42276,440.77231,,,2.63818,475.09946,,,2.69073,486.37195
,,2.5777,465.29185,,,5.45276,442.7781,,,8.42571,440.77177,,,2.63913,475.07399,,,2.69167,486.33893
,,2.57864,465.27308,,,5.4547,442.7761,,,8.42866,440.77123,,,2.64007,475.04855,,,2.69262,486.30595
,,2.57959,465.25434,,,5.45665,442.77411,,,8.4316,440.77069,,,2.64101,475.02313,,,2.69356,486.273
,,2.58053,465.23561,,,5.45859,442.77212,,,8.43455,440.77014,,,2.64195,474.99774,,,2.6945,486.24008
,,2.58147,465.21691,,,5.46054,442.77013,,,8.4375,440.7696,,,2.6429,474.97238,,,2.69545,486.2072
,,2.58241,465.19822,,,5.46248,442.76815,,,8.44044,440.76906,,,2.64384,474.94704,,,2.69639,486.17435
,,2.58335,465.17956,,,5.46443,442.76616,,,8.44339,440.76853,,,2.64478,474.92174,,,2.69733,486.14154
,,2.58429,465.16091,,,5.46637,442.76418,,,8.44634,440.76799,,,2.64572,474.89645,,,2.69828,486.10876
,,2.58523,465.14229,,,5.46832,442.7622,,,8.44928,440.76745,,,2.64666,474.8712,,,2.69922,486.07601
,,2.58617,465.12369,,,5.47026,442.76022,,,8.45223,440.76691,,,2.64761,474.84597,,,2.70016,486.0433
,,2.58711,465.1051,,,5.47221,442.75825,,,8.45518,440.76637,,,2.64855,474.82077,,,2.70111,486.01063
,,2.58806,465.08654,,,5.47415,442.75627,,,8.45813,440.76584,,,2.64949,474.7956,,,2.70205,485.97798
,,2.589,465.068,,,5.4761,442.7543,,,8.46107,440.7653,,,2.65043,474.77045,,,2.70299,485.94537
,,2.58994,465.04947,,,5.47804,442.75233,,,8.46402,440.76477,,,2.65138,474.74533,,,2.70394,485.9128
,,2.59088,465.03097,,,5.47999,442.75036,,,8.46697,440.76423,,,2.65232,474.72023,,,2.70488,485.88026
,,2.59182,465.01249,,,5.48193,442.7484,,,8.46991,440.7637,,,2.65326,474.69516,,,2.70582,485.84775
,,2.59276,464.99403,,,5.48388,442.74643,,,8.47286,440.76317,,,2.6542,474.67012,,,2.70677,485.81528
,,2.5937,464.97558,,,5.48582,442.74447,,,8.47581,440.76263,,,2.65515,474.64511,,,2.70771,485.78284
,,2.59465,464.95716,,,5.48777,442.74251,,,8.47875,440.7621,,,2.65609,474.62012,,,2.70865,485.75044
,,2.59559,464.93876,,,5.48971,442.74056,,,8.4817,440.76157,,,2.65703,474.59516,,,2.7096,485.71807
,,2.59653,464.92037,,,5.49166,442.7386,,,8.48465,440.76104,,,2.65798,474.57023,,,2.71054,485.68573
