x,y,u_real_x,u_real_y,s,d,Q,ppm,d_u_x,d_u_y,d_U_s_x,d_U_s_y
0.0,0.0,0.0,0.55,0.0,0.02,0.00017278759594743865,40000.0,,,,
0.0,0.0027500000000000024,0.00878123364559762,0.490400618642097,0.0027500000000000003,0.0214212,0.00017676574027515225,39109.69518550721,0.00878123364559762,-0.059599381357903033,"[-0.0, 0.0, 90.0, 2.7192621468937822e-33, -2.2204460492503132e-17]","[0.007922709, 0.0, 90.0, -1.3041032182317608e-20, 0.007922708971300896]"
4.39061682279881e-05,0.005202003093210492,0.01585151599394795,0.44565145496317393,0.005202396159009031,0.02268859833497587,0.0001802914366242484,38353.48842555804,0.00707028234835033,-0.04474916367892308,"[0.007922709, 0.0, 90.0, -1.3041032182317608e-20, 0.007922708971300896]","[0.0144736315, -5.7395e-06, 90.0239124533, 3.010921518383546e-07, 0.014473632586678565]"
0.00012316374819772784,0.007430260368026367,0.021757400833468943,0.41045355604733796,0.0074320625570947416,0.023840889929506563,0.00018348819515549608,37692.954010954134,0.0059058848395209945,-0.03519789891583597,"[0.0144736315, -5.7395e-06, 90.0239124533, 3.010921518383546e-07, 0.014473632586678565]","[0.0200482205, -2.1377e-05, 90.0656868916, 1.6073481859243122e-06, 0.02004823180757228]"
0.00023195075236507256,0.009482528148263059,0.026818863801945547,0.3818313808808495,0.00948721161594019,0.02490299096311789,0.00018643744394543856,37103.65055766959,0.005061462968476604,-0.028622175166488465,"[0.0200482205, -2.1377e-05, 90.0656868916, 1.6073481859243122e-06, 0.02004823180757228]","[0.0248913718, -4.81046e-05, 90.1213872159, 4.6304924496779914e-06, 0.02489141786490764]"
0.0003660450713748003,0.0113916850526673,0.031239731690276943,0.35796476577349184,0.011401071948363926,0.02589207398291448,0.00018919575841230333,36569.12547851371,0.0044208678883313965,-0.023866615107357634,"[0.0248913718, -4.81046e-05, 90.1213872159, 4.6304924496779914e-06, 0.02489141786490764]","[0.0291658076, -8.58822e-05, 90.1882794232, 9.959754988504358e-06, 0.02916593237806773]"
0.000522243729826185,0.013181508881534756,0.035157978536767893,0.33766845585925925,0.013197698609438448,0.02682057064135779,0.00019180406692363786,36077.81209291069,0.0039182468464909505,-0.020296309914232598,"[0.0291658076, -8.58822e-05, 90.1882794232, 9.959754988504358e-06, 0.02916593237806773]","[0.0329853516, -0.0001341517, 90.2643731254, 1.804955978575812e-05, 0.03298561942714198]"
0.0006980336225100245,0.014869851160831046,0.038671394456192346,0.3201327637304935,0.014895167825191478,0.02769782273205896,0.00019429293912009236,35621.29545333435,0.003513415919424452,-0.01753569212876574,"[0.0329853516, -0.0001341517, 90.2643731254, 1.804955978575812e-05, 0.03298561942714198]","[0.0364328194, -0.000192155, 90.348166972, 2.9237079109018515e-05, 0.03643331438780925]"
0.0008913905947909861,0.016470514979483514,0.041851833081284186,0.3047831557271003,0.016507467914837558,0.02853105941838805,0.00019668580588833213,35193.282092768284,0.00318043862509184,-0.01534960800339321,"[0.0364328194, -0.000192155, 90.348166972, 2.9237079109018515e-05, 0.03643331438780925]","[0.0395703766, -0.0002590803, 90.4384965744, 4.376466698954362e-05, 0.0395712005112642]"
0.0011006497601974072,0.017994430758119018,0.044753646645310535,0.29119916188663336,0.018045683991557874,0.029326009486837112,0.00019900101295890486,34788.95729446487,0.0029018135640263495,-0.01358399384046696,"[0.0395703766, -0.0002590803, 90.4384965744, 4.376466698954362e-05, 0.0395712005112642]","[0.0424458886, -0.0003341316, 90.534438419, 6.180016808557012e-05, 0.04244715874870676]"
0.0013244179934239599,0.01945042656755218,0.047418945079404445,0.27906506281599175,0.01951877462668128,0.030087302727068888,0.00020125318404476403,34404.56720982999,0.00266529843409391,-0.012134099070641622,"[0.0424458886, -0.0003341316, 90.534438419, 6.180016808557012e-05, 0.04244715874870676]","[0.0450969973, -0.0004165585, 90.6352463877, 8.345359099281029e-05, 0.04509884393767225]"
